"SKU","Price","Date"
3,96,"2011-01-25"
2,59,"2010-09-21"
1,138,"2011-01-25"
2,55.53,"2010-09-21"
2,49.34,"2011-01-25"
2,49.35,"2011-01-25"
2,59.83,"2010-09-21"
2,51.18,"2011-01-25"
3,89.99,"2010-09-21"
1,131.75,"2010-09-21"
3,96,"2011-01-25"
2,49.34,"2011-01-25"
2,49.34,"2011-01-25"
2,59.83,"2010-09-21"
3,91.99,"2010-09-21"
3,90,"2010-09-21"
3,99.82,"2010-09-21"
1,148.33,"2010-09-21"
1,135.99,"2011-01-25"
1,136,"2011-01-25"
2,50,"2011-01-25"
1,143.99,"2010-09-21"
3,96,"2011-01-25"
2,49.34,"2011-01-25"
2,49.34,"2011-01-25"
1,134.45,"2011-01-25"
2,49.34,"2011-01-25"
3,75,"2011-07-07"
1,139.99,"2011-01-25"
1,135.6,"2011-01-25"
3,72.5,"2011-07-07"
3,76.99,"2011-07-07"
1,134.95,"2011-07-07"
1,127.13,"2011-07-07"
2,44.5,"2011-07-07"
3,81.93,"2010-05-25"
3,77.11,"2011-07-07"
1,144.45,"2010-05-26"
2,44.99,"2011-07-07"
2,47,"2011-07-07"
3,80,"2010-05-26"
2,48.9,"2010-05-26"
1,129.25,"2011-07-07"
1,134.99,"2010-05-26"
2,58.03,"2010-09-22"
3,89.98,"2010-09-22"
3,76.56,"2011-07-07"
1,146.2,"2010-05-26"
2,48.9,"2010-05-26"
1,134.04,"2011-07-07"
2,44.5,"2011-07-07"
2,56.55,"2010-09-22"
2,55.53,"2010-09-22"
1,134.37,"2011-07-07"
3,81.93,"2010-05-26"
1,151.62,"2010-09-22"
2,57.88,"2010-09-22"
2,55.53,"2010-09-22"
3,90.14,"2010-09-22"
2,59,"2010-09-22"
1,127.99,"2011-07-07"
1,127.13,"2011-07-07"
2,59.83,"2010-09-22"
3,91.99,"2010-09-22"
3,90,"2010-09-22"
1,143.87,"2010-09-22"
2,59.83,"2010-09-22"
1,143.89,"2010-09-22"
3,89.99,"2010-09-22"
1,143.87,"2010-09-22"
3,89.98,"2010-09-22"
3,90.7,"2010-09-22"
3,93.98,"2011-01-26"
3,94.99,"2011-01-26"
1,119,"2011-01-26"
2,48.58,"2011-01-26"
1,120.98,"2011-01-26"
1,120.98,"2011-01-26"
1,135.99,"2011-01-26"
2,53,"2011-01-26"
3,93.98,"2011-01-26"
2,50,"2011-01-26"
3,93.98,"2011-01-26"
2,48.57,"2011-01-26"
2,48.59,"2011-01-26"
1,135.6,"2011-01-26"
3,93.99,"2011-01-26"
1,120.98,"2011-01-26"
1,115,"2011-01-26"
3,93.98,"2011-01-26"
1,120.98,"2011-01-26"
1,144.45,"2010-05-27"
1,134.99,"2010-05-27"
1,146.2,"2010-05-27"
2,48.9,"2010-05-27"
3,80,"2010-05-27"
2,48.9,"2010-05-27"
2,58.03,"2010-09-23"
1,151.62,"2010-09-23"
1,143.87,"2010-09-22"
3,89.98,"2010-09-23"
3,87.07,"2010-09-23"
3,81.25,"2010-09-23"
2,56.55,"2010-09-23"
2,55.53,"2010-09-23"
2,59.83,"2010-09-23"
2,59.83,"2010-09-23"
1,151.73,"2010-09-23"
2,57.88,"2010-09-23"
3,90.14,"2010-09-23"
1,146.29,"2010-09-23"
2,59,"2010-09-23"
2,59.83,"2010-09-23"
3,91.99,"2010-09-23"
2,44.5,"2011-07-08"
3,90.03,"2010-09-23"
3,89.98,"2010-09-23"
3,90,"2010-09-23"
3,75,"2011-07-08"
1,127.13,"2011-07-08"
1,135.3,"2011-07-08"
1,127.13,"2011-07-08"
2,44.5,"2011-07-08"
3,91.71,"2011-01-27"
3,81.93,"2010-05-27"
3,72.5,"2011-07-08"
1,135.34,"2011-01-27"
3,77.5,"2011-01-27"
2,48.9,"2010-05-28"
3,86,"2011-01-27"
3,72.49,"2011-07-08"
2,48.58,"2011-01-27"
2,48.9,"2010-05-28"
1,144.45,"2010-05-28"
2,44.99,"2011-07-08"
2,47,"2011-07-08"
1,120.97,"2011-01-27"
1,129.25,"2011-07-08"
3,94.99,"2011-01-27"
1,134.99,"2010-05-28"
3,75.09,"2011-07-08"
3,80,"2010-05-28"
2,48.57,"2011-01-27"
2,48.9,"2010-05-28"
1,135.99,"2011-01-27"
1,120.97,"2011-01-27"
2,48.9,"2010-05-28"
1,146.2,"2010-05-28"
3,81.93,"2010-05-28"
1,133.99,"2011-07-08"
1,127.13,"2011-07-08"
1,123.67,"2011-01-27"
2,44.5,"2011-07-08"
1,127.13,"2011-07-08"
2,53,"2011-01-27"
2,50,"2011-01-27"
1,134.37,"2011-07-08"
3,86,"2011-01-27"
2,48.59,"2011-01-27"
1,147.41,"2010-09-24"
3,89.98,"2010-09-24"
1,135.6,"2011-01-27"
3,87.5,"2011-01-27"
1,120.97,"2011-01-27"
2,58.03,"2010-09-24"
1,151.62,"2010-09-24"
3,80,"2011-01-27"
2,57.88,"2010-09-24"
3,81.25,"2010-09-24"
2,56.55,"2010-09-24"
2,55.52,"2010-09-24"
3,85.08,"2010-09-24"
3,90.14,"2010-09-24"
2,59,"2010-09-24"
2,59.83,"2010-09-24"
1,151.73,"2010-09-24"
3,91.99,"2010-09-24"
3,90,"2010-09-24"
3,85.46,"2010-09-24"
3,88.52,"2010-09-24"
3,78,"2010-05-29"
1,140,"2010-05-29"
3,80,"2010-05-29"
3,80.84,"2010-05-29"
3,79,"2010-05-29"
2,48.9,"2010-05-29"
1,134.99,"2010-05-29"
3,91.71,"2011-01-28"
3,86,"2011-01-28"
2,47.92,"2011-01-28"
3,75,"2010-05-29"
1,146.2,"2010-05-29"
1,135.34,"2011-01-28"
3,77.5,"2011-01-28"
3,94.99,"2011-01-28"
1,120.93,"2011-01-28"
2,47.88,"2011-01-28"
2,47.9,"2011-01-28"
2,44.5,"2011-07-09"
3,81.18,"2010-09-25"
1,124.31,"2011-01-28"
1,135.99,"2011-01-28"
1,120.92,"2011-01-28"
2,47.88,"2011-01-28"
2,50,"2011-01-28"
1,125.89,"2011-07-09"
3,87.5,"2011-01-28"
2,47.89,"2011-01-28"
1,135.6,"2011-01-28"
3,72.5,"2011-07-09"
3,81.25,"2010-09-25"
3,86,"2011-01-28"
2,58.03,"2010-09-25"
1,120.93,"2011-01-28"
3,80,"2011-01-28"
1,151.62,"2010-09-25"
2,57.88,"2010-09-25"
3,75,"2011-07-09"
3,90.14,"2010-09-25"
1,127.13,"2011-07-09"
1,127.13,"2011-07-09"
3,81.23,"2010-09-25"
1,140,"2010-05-30"
2,56.55,"2010-09-25"
1,144.95,"2010-05-30"
2,55.49,"2010-09-25"
2,59.83,"2010-09-25"
3,78,"2010-05-30"
2,44.5,"2011-07-09"
2,59,"2010-09-25"
1,151.72,"2010-09-25"
3,90,"2010-09-25"
3,75.09,"2011-07-09"
1,151.73,"2010-09-25"
1,134.99,"2010-05-30"
3,80,"2010-05-30"
2,44.99,"2011-07-09"
3,72.49,"2011-07-09"
3,88.52,"2010-09-25"
3,85.46,"2010-09-25"
1,129.25,"2011-07-09"
3,80.84,"2010-05-30"
3,79,"2010-05-30"
2,49.72,"2010-05-30"
3,81.93,"2010-05-30"
2,47,"2011-07-09"
3,75,"2010-05-30"
1,146.2,"2010-05-30"
3,76.77,"2011-07-09"
1,133.99,"2011-07-09"
1,127.13,"2011-07-09"
2,44.5,"2011-07-09"
1,127.13,"2011-07-09"
1,134.37,"2011-07-09"
2,52,"2011-01-29"
3,83.75,"2011-01-29"
1,117.87,"2011-01-29"
1,135.34,"2011-01-29"
3,91.99,"2011-01-29"
3,81.25,"2010-09-25"
1,140,"2010-05-31"
2,48.44,"2011-01-29"
1,135.99,"2011-01-29"
1,117.87,"2011-01-29"
3,81.18,"2010-09-26"
1,120.98,"2011-01-29"
1,144.95,"2010-05-31"
3,78,"2010-05-31"
3,92.26,"2011-01-29"
2,58.03,"2010-09-26"
1,135.6,"2011-01-29"
2,50.88,"2011-01-29"
3,83.75,"2011-01-29"
1,151.72,"2010-09-26"
1,117.88,"2011-01-29"
3,81.25,"2010-09-26"
1,134.99,"2010-05-31"
3,80,"2010-05-31"
3,91.99,"2011-01-29"
2,57.88,"2010-09-26"
2,48.59,"2011-01-29"
2,56.55,"2010-09-26"
2,55.39,"2010-09-26"
2,59.83,"2010-09-26"
3,75,"2010-05-31"
1,146.2,"2010-05-31"
3,80.84,"2010-05-31"
3,81.2,"2010-09-26"
3,79,"2010-05-31"
2,49.72,"2010-05-31"
2,59,"2010-09-26"
1,151.62,"2010-09-26"
3,88.52,"2010-09-26"
3,81.25,"2010-09-26"
1,151.73,"2010-09-26"
3,85.46,"2010-09-26"
3,81.18,"2010-09-26"
2,44.5,"2011-07-10"
1,127.13,"2011-07-10"
1,127.13,"2011-07-10"
1,125.77,"2011-07-10"
3,72.5,"2011-07-10"
2,44.5,"2011-07-10"
3,75,"2011-07-10"
3,81.93,"2010-05-31"
2,44.99,"2011-07-10"
1,144.95,"2010-06-01"
3,72.49,"2011-07-10"
3,79,"2010-06-01"
1,140,"2010-06-01"
1,129.25,"2011-07-10"
1,135.34,"2011-01-30"
1,134.99,"2010-06-01"
2,47,"2011-07-10"
3,80,"2010-06-01"
3,83.75,"2011-01-30"
3,76.25,"2011-07-10"
2,58.03,"2010-09-27"
1,151.72,"2010-09-27"
3,80.84,"2010-06-01"
3,78,"2010-06-01"
3,76.25,"2011-07-10"
3,81.18,"2010-09-27"
2,57.88,"2010-09-27"
3,75,"2010-06-01"
1,146.2,"2010-06-01"
3,81.25,"2010-09-27"
2,49.72,"2010-06-01"
3,72.49,"2011-07-10"
3,87.99,"2011-01-30"
2,44.5,"2011-07-10"
1,127.13,"2011-07-10"
1,132.99,"2011-07-10"
2,56.55,"2010-09-27"
2,49.98,"2010-09-27"
1,127.13,"2011-07-10"
3,81.12,"2010-09-27"
1,111.94,"2011-01-30"
2,52,"2011-01-30"
2,56.67,"2010-09-27"
1,151.73,"2010-09-27"
2,59,"2010-09-27"
1,151.62,"2010-09-27"
3,81.18,"2010-09-27"
3,82.62,"2010-09-27"
1,120.98,"2011-01-30"
1,135.99,"2011-01-30"
1,111.94,"2011-01-30"
3,85.46,"2010-09-27"
2,48.44,"2011-01-30"
3,81,"2010-09-27"
2,50.88,"2011-01-30"
3,83.75,"2011-01-30"
3,92.26,"2011-01-30"
1,111.94,"2011-01-30"
2,48.44,"2011-01-30"
3,80,"2011-01-30"
3,81.93,"2010-06-01"
1,135.6,"2011-01-30"
2,48.44,"2011-01-30"
3,87.99,"2011-01-30"
1,140,"2010-06-02"
1,144.95,"2010-06-02"
3,79,"2010-06-02"
3,80.84,"2010-06-02"
3,78,"2010-06-02"
2,51.48,"2010-06-02"
3,80,"2010-06-02"
1,134.99,"2010-06-02"
1,146.2,"2010-06-02"
3,80.98,"2010-09-28"
3,81.25,"2010-09-28"
2,56.55,"2010-09-28"
2,49.98,"2010-09-28"
2,51.48,"2010-06-02"
2,56.67,"2010-09-28"
3,81.93,"2010-06-02"
2,58.03,"2010-09-28"
2,57.88,"2010-09-28"
3,90.14,"2010-09-28"
3,85.61,"2010-09-28"
2,44.5,"2011-07-11"
2,59,"2010-09-28"
3,91.99,"2010-09-28"
3,81,"2010-09-28"
1,151.73,"2010-09-28"
3,85.46,"2010-09-28"
3,81,"2010-09-28"
1,135.34,"2011-01-31"
1,125.77,"2011-07-11"
3,83.75,"2011-01-31"
1,127.13,"2011-07-11"
3,72.5,"2011-07-11"
1,140,"2010-06-03"
3,88.99,"2011-01-31"
3,85,"2010-06-03"
2,52,"2011-01-31"
3,75,"2011-07-11"
1,127.13,"2011-07-11"
1,144.95,"2010-06-03"
1,111.79,"2011-01-31"
2,44.5,"2011-07-11"
3,78,"2010-06-03"
3,80,"2010-06-03"
1,134.99,"2010-06-03"
2,48.44,"2011-01-31"
1,135.99,"2011-01-31"
1,111.79,"2011-01-31"
1,129.25,"2011-07-11"
1,120.98,"2011-01-31"
2,44.99,"2011-07-11"
3,80.84,"2010-06-03"
3,79,"2010-06-03"
1,146.2,"2010-06-03"
2,51.48,"2010-06-03"
1,135.6,"2011-01-31"
1,111.79,"2011-01-31"
2,58.03,"2010-09-29"
2,48.44,"2011-01-31"
3,88.99,"2011-01-31"
3,94.46,"2011-01-31"
2,51.48,"2010-06-03"
2,50.88,"2011-01-31"
3,83.75,"2011-01-31"
3,81.25,"2010-09-29"
3,76.46,"2011-07-11"
2,56.55,"2010-09-29"
2,49.98,"2010-09-29"
2,57.88,"2010-09-29"
3,90.14,"2010-09-29"
3,72.49,"2011-07-11"
2,59,"2010-09-29"
1,127.13,"2011-07-11"
2,44.5,"2011-07-11"
2,45.83,"2011-07-11"
1,132.99,"2011-07-11"
1,127.13,"2011-07-11"
2,56.67,"2010-09-29"
1,151.72,"2010-09-29"
1,134.37,"2011-07-11"
1,151.73,"2010-09-29"
3,91.99,"2010-09-29"
3,81,"2010-09-29"
3,81,"2010-09-29"
1,140,"2010-06-04"
3,89.19,"2010-09-29"
3,85.46,"2010-09-29"
3,80,"2010-06-04"
3,81.93,"2010-06-03"
3,85,"2010-06-04"
2,46,"2010-06-04"
1,144.95,"2010-06-04"
3,78,"2010-06-04"
3,80.84,"2010-06-04"
3,79,"2010-06-04"
2,55,"2010-06-04"
3,83.75,"2011-02-01"
2,52,"2011-02-01"
1,135.34,"2011-02-01"
3,88.99,"2011-02-01"
1,111.68,"2011-02-01"
1,111.69,"2011-02-01"
2,58.03,"2010-09-30"
2,57.88,"2010-09-30"
1,135.99,"2011-02-01"
1,111.68,"2011-02-01"
2,48.75,"2011-02-01"
3,81.25,"2010-09-30"
2,56.55,"2010-09-30"
2,53,"2011-02-01"
1,111.7,"2011-02-01"
2,50.88,"2011-02-01"
1,111.69,"2011-02-01"
2,49.98,"2010-09-30"
1,120.98,"2011-02-01"
3,80.66,"2010-09-30"
3,93.1,"2011-02-01"
2,56.67,"2010-09-30"
1,151.72,"2010-09-30"
1,151.73,"2010-09-30"
3,83.75,"2011-02-01"
3,85.46,"2010-09-30"
3,82.56,"2010-09-30"
1,135.6,"2011-02-01"
3,88.99,"2011-02-01"
3,81,"2010-09-30"
2,49.98,"2010-09-30"
3,81.93,"2010-06-04"
3,80,"2010-09-30"
1,140,"2010-06-05"
2,55,"2010-06-05"
3,85,"2010-06-05"
2,44.5,"2011-07-12"
2,46,"2010-06-05"
3,79,"2010-06-05"
3,80,"2010-06-05"
3,72.5,"2011-07-12"
3,80.84,"2010-06-05"
3,78,"2010-06-05"
2,55,"2010-06-05"
1,127.13,"2011-07-12"
1,112,"2011-07-12"
1,125.77,"2011-07-12"
2,44.5,"2011-07-12"
3,75,"2011-07-12"
1,146.2,"2010-06-05"
1,129.25,"2011-07-12"
2,58.03,"2010-10-01"
2,58.27,"2010-10-01"
3,76.46,"2011-07-12"
1,135.34,"2011-02-02"
2,47,"2011-07-12"
3,83.75,"2011-02-02"
3,80.75,"2010-10-01"
3,81.25,"2010-10-01"
3,90.14,"2010-10-01"
2,56.55,"2010-10-01"
2,49.98,"2010-10-01"
1,112,"2011-07-12"
2,59,"2010-10-01"
3,88.99,"2011-02-02"
1,132.99,"2011-07-12"
1,127.13,"2011-07-12"
1,158.93,"2010-10-01"
1,151.73,"2010-10-01"
2,52,"2011-02-02"
1,111.68,"2011-02-02"
2,49.98,"2010-10-01"
3,75.93,"2010-06-05"
3,81,"2010-10-01"
3,85.46,"2010-10-01"
1,140,"2010-06-06"
1,111.69,"2011-02-02"
3,85.61,"2010-10-01"
2,53,"2011-02-02"
1,111.7,"2011-02-02"
2,55,"2010-06-06"
3,80,"2010-06-06"
1,135.99,"2011-02-02"
3,80,"2010-10-01"
1,111.68,"2011-02-02"
2,48.75,"2011-02-02"
3,85,"2010-06-06"
1,120.98,"2011-02-02"
2,46,"2010-06-06"
3,78,"2010-06-06"
3,93.1,"2011-02-02"
3,80.84,"2010-06-06"
3,79,"2010-06-06"
1,111.69,"2011-02-02"
2,50.88,"2011-02-02"
3,83.75,"2011-02-02"
1,135.6,"2011-02-02"
3,88.99,"2011-02-02"
1,146.2,"2010-06-06"
1,133.8,"2010-06-06"
2,55,"2010-06-06"
1,151.63,"2010-10-02"
3,81.25,"2010-10-02"
2,56.55,"2010-10-02"
2,60.75,"2010-10-02"
2,58.03,"2010-10-02"
2,61.62,"2010-10-02"
2,49.98,"2010-10-02"
2,59.83,"2010-10-02"
3,80.75,"2010-10-02"
3,75.93,"2010-06-06"
1,151.63,"2010-10-02"
1,151.73,"2010-10-02"
2,44.5,"2011-07-13"
1,151.12,"2010-10-02"
1,140,"2010-06-07"
2,46,"2010-06-07"
3,85,"2010-06-07"
3,87.87,"2010-10-02"
3,91.99,"2010-10-02"
2,55,"2010-06-07"
3,81,"2010-10-02"
3,90.41,"2010-10-02"
3,79,"2010-06-07"
3,80,"2010-06-07"
1,125.77,"2011-07-13"
3,75,"2011-07-13"
3,83.75,"2011-02-03"
3,80,"2010-10-02"
3,80.84,"2010-06-07"
3,78,"2010-06-07"
1,133.8,"2010-06-07"
2,55,"2010-06-07"
3,72.5,"2011-07-13"
1,146.2,"2010-06-07"
1,112,"2011-07-13"
1,112,"2011-07-13"
2,44.5,"2011-07-13"
2,52,"2011-02-03"
2,54.04,"2011-02-03"
3,87.99,"2011-02-03"
1,112,"2011-07-13"
3,84.71,"2011-07-13"
1,102.9,"2011-02-03"
1,102.9,"2011-02-03"
2,47,"2011-07-13"
2,53,"2011-02-03"
3,76.46,"2011-07-13"
2,53.07,"2011-02-03"
1,102.99,"2011-02-03"
1,112,"2011-07-13"
3,90.82,"2011-02-03"
1,110,"2011-07-13"
3,75.93,"2010-06-07"
1,151.63,"2010-10-03"
3,81.25,"2010-10-03"
3,85,"2010-06-08"
2,56.55,"2010-10-03"
2,49.98,"2010-10-03"
2,62.93,"2010-10-03"
2,58.03,"2010-10-03"
2,61.62,"2010-10-03"
2,55,"2010-06-08"
2,60.75,"2010-10-03"
1,150.64,"2010-10-03"
1,150.63,"2010-10-03"
3,80,"2010-06-08"
2,46,"2010-06-08"
1,157.75,"2010-06-08"
3,80.75,"2010-10-03"
1,150.74,"2010-10-03"
3,80.84,"2010-06-08"
2,41.97,"2010-06-08"
3,91.99,"2010-10-03"
3,81,"2010-10-03"
1,140,"2010-06-08"
3,87.87,"2010-10-03"
3,75.93,"2010-06-08"
3,90.41,"2010-10-03"
1,146.2,"2010-06-08"
3,83.75,"2011-02-04"
3,80,"2010-10-03"
2,52,"2011-02-04"
2,51.99,"2011-02-04"
3,89.99,"2011-02-04"
2,53.94,"2011-02-04"
2,54,"2011-02-04"
3,83.74,"2011-02-04"
1,102.92,"2011-02-04"
3,86.13,"2011-02-04"
2,53,"2011-02-04"
2,53.07,"2011-02-04"
1,102.98,"2011-02-04"
3,82,"2011-02-04"
2,38.98,"2011-07-14"
3,83.74,"2011-02-04"
2,55,"2010-06-09"
3,85,"2010-06-09"
2,46,"2010-06-09"
1,157.75,"2010-06-09"
1,151.63,"2010-10-04"
3,81.25,"2010-10-04"
3,80,"2010-06-09"
3,72.5,"2011-07-14"
2,58.03,"2010-10-04"
1,110.5,"2011-07-14"
1,110.5,"2011-07-14"
2,60.75,"2010-10-04"
3,83.75,"2011-02-05"
3,75,"2011-07-14"
2,56.55,"2010-10-04"
2,47.93,"2010-10-04"
3,83.73,"2010-10-04"
1,109.75,"2011-07-14"
3,80.84,"2010-06-09"
1,146.2,"2010-06-09"
2,55,"2010-06-09"
1,140,"2010-06-09"
2,44.5,"2011-07-14"
3,89.99,"2011-02-05"
2,53.94,"2011-02-05"
3,83.74,"2011-02-05"
1,146.7,"2010-10-04"
1,109.75,"2011-07-14"
1,105,"2011-02-05"
2,53.07,"2011-02-05"
3,85,"2011-07-14"
2,52,"2011-02-05"
1,102.99,"2011-02-05"
3,75.93,"2010-06-09"
1,103.19,"2011-02-05"
3,76.46,"2011-07-14"
1,144.46,"2010-10-04"
1,144.45,"2010-10-04"
3,91.99,"2010-10-04"
3,88.7,"2010-10-04"
3,90.41,"2010-10-04"
3,81.25,"2010-10-04"
2,55,"2010-06-10"
1,110,"2011-07-14"
1,109.75,"2011-07-14"
2,46,"2010-06-10"
1,157.75,"2010-06-10"
2,53,"2011-02-05"
3,85,"2010-06-10"
1,105.9,"2011-02-05"
2,62.93,"2010-10-05"
3,80,"2010-06-10"
3,75.06,"2011-02-05"
2,46.4,"2011-07-14"
2,56.23,"2010-10-05"
2,61.62,"2010-10-05"
3,80.84,"2010-06-10"
2,55,"2010-06-10"
1,140,"2010-06-10"
3,83.06,"2011-02-05"
1,146.2,"2010-06-10"
1,140,"2010-10-05"
3,81.25,"2010-10-05"
2,56.55,"2010-10-05"
2,47.93,"2010-10-05"
2,60.75,"2010-10-05"
3,77.03,"2011-02-05"
3,81.23,"2010-10-05"
1,142.87,"2010-10-05"
1,139.99,"2010-10-05"
1,141.91,"2010-10-05"
3,81.23,"2010-10-05"
3,91.99,"2010-10-05"
3,81.25,"2010-10-05"
2,27.99,"2011-07-15"
3,75.93,"2010-06-10"
2,46,"2010-06-11"
1,157.75,"2010-06-11"
3,90.41,"2010-10-05"
2,55,"2010-06-11"
3,85,"2010-06-11"
3,80,"2010-06-11"
1,120,"2010-10-06"
3,81.25,"2010-10-06"
1,109.38,"2011-07-15"
1,109.38,"2011-07-15"
2,56.23,"2010-10-06"
2,58.27,"2010-10-06"
2,56.55,"2010-10-06"
2,45.35,"2010-10-06"
3,84.99,"2011-07-15"
3,83.75,"2011-02-06"
3,80.84,"2010-06-11"
2,55,"2010-06-11"
1,140,"2010-06-11"
1,146.2,"2010-06-11"
3,81.23,"2010-10-06"
3,89.64,"2010-10-06"
1,100,"2011-07-15"
2,44.5,"2011-07-15"
1,133.26,"2010-10-06"
1,157.35,"2010-10-06"
3,75.93,"2010-06-11"
3,89.99,"2011-02-06"
2,53.94,"2011-02-06"
2,54,"2011-02-06"
2,38.78,"2011-07-15"
1,139.89,"2010-10-06"
1,119.99,"2010-10-06"
3,83.74,"2011-02-06"
1,110,"2011-02-06"
1,103.19,"2011-02-06"
2,52,"2011-02-06"
2,53.07,"2011-02-06"
1,103.19,"2011-02-06"
3,81.25,"2010-10-06"
3,81.21,"2010-10-06"
2,52,"2010-10-06"
2,53,"2011-02-06"
3,85.46,"2010-10-06"
3,76.46,"2011-07-15"
1,105,"2011-02-06"
3,71.44,"2011-02-06"
3,85,"2010-06-12"
3,80.99,"2011-02-06"
1,140,"2010-06-12"
3,77.03,"2011-02-06"
1,148.25,"2010-06-12"
1,108,"2011-07-15"
3,80,"2010-06-12"
3,87.5,"2010-06-12"
1,109.82,"2011-02-06"
3,93.34,"2010-06-12"
2,44.14,"2011-07-15"
1,146.2,"2010-06-12"
2,56.23,"2010-10-07"
1,120,"2010-10-07"
2,54.42,"2010-06-12"
1,140,"2010-06-12"
3,81.25,"2010-10-07"
3,80.99,"2010-10-07"
2,56.55,"2010-10-07"
2,50.84,"2010-10-07"
3,89.53,"2010-10-07"
1,122.09,"2010-10-07"
1,119.99,"2010-10-07"
2,59,"2010-10-07"
3,81.15,"2010-10-07"
1,121,"2010-10-07"
3,81.25,"2010-10-07"
1,140,"2010-06-13"
3,84,"2010-10-07"
2,54.92,"2010-06-12"
3,83.75,"2011-02-07"
1,144.95,"2010-06-13"
3,85,"2010-06-13"
2,52,"2011-02-07"
1,148.25,"2010-06-13"
3,80,"2010-06-13"
2,27.49,"2011-07-16"
1,103.75,"2011-02-07"
3,89.99,"2011-02-07"
2,53.94,"2011-02-07"
3,71.43,"2011-02-07"
3,93.34,"2010-06-13"
1,105,"2011-02-07"
3,87.5,"2010-06-13"
1,104.16,"2011-02-07"
2,53.07,"2011-02-07"
2,53,"2011-02-07"
1,146.2,"2010-06-13"
3,80.99,"2011-07-16"
1,110,"2011-02-07"
3,71.44,"2011-02-07"
2,54.26,"2010-06-13"
1,140,"2010-06-13"
1,100,"2011-07-16"
1,99.9,"2011-07-16"
1,99.9,"2011-07-16"
3,80.99,"2011-02-07"
2,44.5,"2011-07-16"
1,109.82,"2011-02-07"
3,77.03,"2011-02-07"
2,54.26,"2010-06-13"
3,85,"2010-06-14"
1,140,"2010-06-14"
1,144.95,"2010-06-14"
3,94.72,"2010-06-14"
1,148.25,"2010-06-14"
3,80,"2010-06-14"
3,81,"2011-07-16"
3,76.46,"2011-07-16"
2,52,"2010-10-07"
2,56.23,"2010-10-14"
2,53.58,"2010-06-14"
2,50.15,"2010-10-14"
3,81.25,"2010-10-14"
3,83.75,"2011-02-08"
1,140,"2010-06-14"
1,146.2,"2010-06-14"
2,53.58,"2010-06-14"
1,96,"2011-07-16"
3,87.5,"2010-06-14"
2,52,"2011-02-08"
3,89.99,"2011-02-08"
2,50.84,"2010-10-14"
2,53.94,"2011-02-08"
2,54,"2011-02-08"
3,70.09,"2011-02-08"
1,119.39,"2010-10-14"
3,89.7,"2010-10-14"
1,122.09,"2010-10-14"
1,119.38,"2010-10-14"
3,82.77,"2010-10-14"
2,50.17,"2010-10-14"
1,105,"2011-02-08"
3,70.1,"2011-02-08"
1,104.48,"2011-02-08"
1,121,"2010-10-14"
3,88.37,"2010-10-14"
3,81.25,"2010-10-14"
2,53,"2011-02-08"
1,109.81,"2011-02-08"
2,53.07,"2011-02-08"
1,146.2,"2010-10-14"
3,85,"2010-06-15"
1,104.47,"2011-02-08"
1,148.25,"2010-06-15"
3,80,"2010-06-15"
3,77.03,"2011-02-08"
2,45,"2010-06-15"
3,94.72,"2010-06-15"
3,78.26,"2011-02-08"
3,71.44,"2011-02-08"
1,110,"2011-02-08"
2,51.45,"2010-06-15"
1,140,"2010-06-15"
2,52,"2010-10-14"
2,51.45,"2010-06-15"
1,146.2,"2010-06-15"
1,109.82,"2011-02-08"
3,87.5,"2010-06-15"
1,99.99,"2011-07-17"
2,56.23,"2010-10-15"
3,81.25,"2010-10-15"
2,50.15,"2010-10-15"
2,50.84,"2010-10-15"
3,82.77,"2010-10-15"
1,99.85,"2011-07-17"
1,99.95,"2011-07-17"
1,99.85,"2011-07-17"
2,50.17,"2010-10-15"
1,119.39,"2010-10-15"
3,89.65,"2010-10-15"
1,148.33,"2010-10-15"
1,119.38,"2010-10-15"
1,121,"2010-10-15"
2,44.5,"2011-07-17"
1,146.2,"2010-10-15"
3,81.25,"2010-10-15"
3,86.06,"2010-10-15"
3,81,"2011-07-17"
2,45,"2010-06-16"
1,157.75,"2010-06-16"
3,94.72,"2010-06-16"
3,85,"2010-06-16"
3,76.46,"2011-07-17"
3,83.75,"2011-02-09"
3,90.54,"2011-02-09"
1,148.25,"2010-06-16"
3,80,"2010-06-16"
2,52,"2010-10-15"
3,70.1,"2011-02-09"
3,87.5,"2010-06-16"
2,53.58,"2010-06-16"
1,140,"2010-06-16"
3,84.99,"2011-02-09"
1,146.2,"2010-06-16"
2,53.94,"2011-02-09"
2,54,"2011-02-09"
2,56.23,"2010-10-16"
3,70.09,"2011-02-09"
2,53.58,"2010-06-16"
1,110,"2011-02-09"
3,81.25,"2010-10-16"
1,104.49,"2011-02-09"
2,50.15,"2010-10-16"
2,52,"2011-02-09"
2,50.84,"2010-10-16"
2,53.07,"2011-02-09"
2,53,"2011-02-09"
1,109.81,"2011-02-09"
2,50.17,"2010-10-16"
1,122.09,"2010-10-16"
1,140.84,"2010-10-16"
1,105,"2011-02-09"
1,119.39,"2010-10-16"
3,89.6,"2010-10-16"
3,71.44,"2011-02-09"
3,82.77,"2010-10-16"
1,121,"2010-10-16"
3,81.25,"2010-10-16"
3,77.03,"2011-02-09"
1,119.36,"2010-10-16"
1,109.82,"2011-02-09"
3,86.05,"2010-10-16"
3,78.26,"2011-02-09"
1,146.2,"2010-10-16"
2,45,"2010-06-17"
1,157.75,"2010-06-17"
3,94.72,"2010-06-17"
